,source,relation,target
1616,281004,IS_A,191519005
1617,281004,causative_agent,311492009
1618,281004,finding_site,12738006
1619,281004,associated_with,7200002
1620,429458009,IS_A,191519005
1621,429458009,finding_site,12738006
1622,429458009,due_to,792004
1623,421529006,IS_A,421827003
1624,421529006,IS_A,191519005
1625,421529006,finding_site,12738006
1626,421529006,associated_with,62479008
1627,420614009,IS_A,421529006
1628,420614009,finding_site,12738006
1629,420614009,associated_with,62479008
1630,421023003,IS_A,421529006
1631,421023003,IS_A,12348006
1632,421023003,finding_site,12738006
1633,421023003,associated_with,62479008
1634,442344002,IS_A,191519005
1635,442344002,finding_site,12738006
1636,442344002,due_to,58756001
1637,82361000119107,IS_A,442344002
1638,82361000119107,IS_A,417350008
1639,82361000119107,finding_site,12738006
1640,82361000119107,interprets,363896009
1641,82361000119107,due_to,58756001
1642,425390006,IS_A,191519005
1643,425390006,finding_site,12738006
1644,425390006,associated_with,49049000
1645,101421000119107,IS_A,425390006
1646,101421000119107,finding_site,12738006
1647,101421000119107,due_to,49049000
1648,130121000119104,IS_A,191519005
1649,130121000119104,finding_site,12738006
1650,130121000119104,due_to,68618008
1651,142811000119104,IS_A,191519005
1652,142811000119104,finding_site,12738006
1653,142811000119104,due_to,26929004
1654,21921000119103,IS_A,191519005
1655,21921000119103,finding_site,12738006
1656,21921000119103,due_to,13092008
1657,698624003,IS_A,191519005
1658,698624003,finding_site,12738006
1659,698624003,associated_with,16517004
1660,698625002,IS_A,191519005
1661,698625002,finding_site,12738006
1662,698625002,associated_with,30753002
1663,698626001,IS_A,191519005
1664,698626001,finding_site,12738006
1665,698626001,associated_with,24700007
1666,82371000119101,IS_A,698626001
1667,82371000119101,IS_A,417350008
1668,82371000119101,finding_site,12738006
1669,82371000119101,interprets,363896009
1670,82371000119101,due_to,24700007
1671,698725008,IS_A,191519005
1672,698725008,finding_site,12738006
1673,698725008,associated_with,26039008
1674,698726009,IS_A,191519005
1675,698726009,finding_site,12738006
1676,698726009,associated_with,34476008
1677,698781002,IS_A,191519005
1678,698781002,finding_site,12738006
1679,698781002,associated_with,389089009
1680,429998004,IS_A,191519005
1681,429998004,finding_site,83678007
1682,429998004,due_to,62914000
1683,56267009,IS_A,230704000
1684,56267009,IS_A,429998004
1685,56267009,IS_A,34881000119105
1686,56267009,IS_A,432504007
1687,56267009,associated_morphology,27876002
1688,56267009,associated_morphology,26036001
1689,56267009,finding_site,88556005
1690,56267009,finding_site,83678007
1691,56267009,due_to,62914000
1692,14070001,IS_A,56267009
1693,14070001,associated_morphology,27876002
1694,14070001,associated_morphology,26036001
1695,14070001,finding_site,83678007
1696,14070001,finding_site,88556005
1697,14070001,due_to,62914000
1698,25772007,IS_A,56267009
1699,25772007,associated_morphology,26036001
1700,25772007,associated_morphology,27876002
1701,25772007,finding_site,88556005
1702,25772007,finding_site,83678007
1703,25772007,due_to,62914000
1704,70936005,IS_A,56267009
1705,70936005,associated_morphology,60007006
1706,70936005,associated_morphology,26036001
1707,70936005,associated_morphology,27876002
1708,70936005,finding_site,88556005
1709,70936005,finding_site,83678007
1710,70936005,due_to,62914000
1711,106021000119105,IS_A,56267009
1712,106021000119105,associated_morphology,27876002
1713,106021000119105,associated_morphology,26036001
1714,106021000119105,finding_site,83678007
1715,106021000119105,finding_site,88556005
1716,106021000119105,due_to,62914000
1717,106021000119105,due_to,72092001
1718,230286002,IS_A,429998004
1719,230286002,finding_site,83678007
1720,230286002,due_to,62914000
1721,230287006,IS_A,230286002
1722,230287006,IS_A,432504007
1723,230287006,associated_morphology,55641003
1724,230287006,finding_site,83678007
1725,230287006,due_to,62914000
1726,230285003,IS_A,127341005
1727,230285003,IS_A,429998004
1728,230285003,IS_A,432504007
1729,230285003,associated_morphology,55641003
1730,230285003,clinical_course,424124008
1731,230285003,finding_site,83678007
1732,230285003,due_to,62914000
1733,191464005,IS_A,429998004
1734,191464005,finding_site,83678007
1735,191464005,due_to,62914000
1736,191463004,IS_A,429998004
1737,191463004,finding_site,83678007
1738,191463004,due_to,62914000
1739,191466007,IS_A,429998004
1740,191466007,finding_site,83678007
1741,191466007,due_to,62914000
1742,191465006,IS_A,429998004
1743,191465006,finding_site,83678007
1744,191465006,due_to,62914000
1745,698948009,IS_A,429998004
1746,698948009,IS_A,698949001
1747,698948009,finding_site,83678007
1748,698948009,due_to,62914000
1749,288631000119104,IS_A,1591000119103
1750,288631000119104,IS_A,429998004
1751,288631000119104,finding_site,83678007
1752,288631000119104,due_to,62914000
1753,230289009,IS_A,52448006
1754,230289009,finding_site,12738006
1755,230288001,IS_A,230273006
1756,230288001,IS_A,52448006
1757,230288001,associated_morphology,33359002
1758,230288001,finding_site,78277001
1759,230288001,finding_site,83251001
1760,26929004,IS_A,279982005
1761,26929004,IS_A,52448006
1762,26929004,associated_morphology,33359002
1763,26929004,INVERSE_associated_finding,394877006
1764,26929004,finding_site,83678007
1765,26929004,INVERSE_due_to,142811000119104
1766,230269008,IS_A,26929004
1767,230269008,associated_morphology,33359002
1768,230269008,finding_site,83678007
1769,230280008,IS_A,230278002
1770,230280008,IS_A,26929004
1771,230280008,associated_morphology,33359002
1772,230280008,finding_site,83251001
1773,230280008,finding_site,78277001
1774,416975007,IS_A,26929004
1775,416975007,IS_A,15662003
1776,416975007,associated_morphology,33359002
1777,416975007,finding_site,83678007
1778,26852004,IS_A,191459006
1779,26852004,IS_A,416975007
1780,26852004,associated_morphology,33359002
1781,26852004,finding_site,83678007
1782,4817008,IS_A,191461002
1783,4817008,IS_A,416975007
1784,4817008,associated_morphology,33359002
1785,4817008,finding_site,83678007
1786,55009008,IS_A,371024007
1787,55009008,IS_A,416975007
1788,55009008,associated_morphology,33359002
1789,55009008,finding_site,83678007
1790,66108005,IS_A,416975007
1791,66108005,associated_morphology,33359002
1792,66108005,finding_site,83678007
1793,230267005,IS_A,416975007
1794,230267005,associated_morphology,33359002
1795,230267005,finding_site,83678007
1796,230268000,IS_A,416975007
1797,230268000,associated_morphology,33359002
1798,230268000,finding_site,83678007
1799,698954005,IS_A,416975007
1800,698954005,IS_A,698949001
1801,698954005,associated_morphology,33359002
1802,698954005,finding_site,83678007
1803,416780008,IS_A,26929004
1804,416780008,IS_A,12348006
1805,416780008,associated_morphology,33359002
1806,416780008,finding_site,83678007
1807,10532003,IS_A,191455000
1808,10532003,IS_A,416780008
1809,10532003,associated_morphology,33359002
1810,10532003,finding_site,83678007
1811,54502004,IS_A,416780008
1812,54502004,IS_A,48500005
1813,54502004,associated_morphology,33359002
1814,54502004,finding_site,83678007
1815,6475002,IS_A,416780008
1816,6475002,associated_morphology,33359002
1817,6475002,finding_site,83678007
1818,65096006,IS_A,416780008
1819,65096006,IS_A,191452002
1820,65096006,associated_morphology,33359002
1821,65096006,finding_site,83678007
1822,230265002,IS_A,111941005
1823,230265002,IS_A,416780008
1824,230265002,associated_morphology,33359002
1825,230265002,finding_site,83678007
1826,230266001,IS_A,416780008
1827,230266001,associated_morphology,33359002
1828,230266001,finding_site,83678007
1829,698955006,IS_A,416780008
1830,698955006,IS_A,698949001
1831,698955006,associated_morphology,33359002
1832,698955006,finding_site,83678007
1833,105421000119105,IS_A,25786006
1834,105421000119105,IS_A,416780008
1835,105421000119105,associated_morphology,33359002
1836,105421000119105,finding_site,83678007
1837,105421000119105,interprets,363896009
1838,1581000119101,IS_A,26929004
1839,1581000119101,associated_morphology,33359002
1840,1581000119101,finding_site,83678007
1841,97751000119108,IS_A,26929004
1842,97751000119108,IS_A,417350008
1843,97751000119108,associated_morphology,33359002
1844,97751000119108,finding_site,83678007
1845,97751000119108,interprets,363896009
1846,141991000119109,IS_A,26929004
1847,141991000119109,IS_A,2073000
1848,141991000119109,associated_morphology,33359002
1849,141991000119109,has_interpretation,263782009
1850,141991000119109,finding_site,83678007
1851,141991000119109,interprets,311465003
1852,141991000119109,interprets,424682006
1853,141991000119109,interprets,3850002
1854,142001000119106,IS_A,366979004
1855,142001000119106,IS_A,26929004
1856,142001000119106,associated_morphology,33359002
1857,142001000119106,finding_site,83678007
1858,142001000119106,interprets,285854004
1859,142001000119106,interprets,3850002
1860,142011000119109,IS_A,26929004
1861,142011000119109,associated_morphology,33359002
1862,142011000119109,finding_site,83678007
1863,191493005,IS_A,52448006
1864,191493005,IS_A,442351006
1865,191493005,causative_agent,410942007
1866,191493005,finding_site,12738006
1867,111480006,IS_A,11387009
1868,111480006,IS_A,191493005
1869,111480006,causative_agent,418149003
1870,111480006,finding_site,12738006
1871,59651006,IS_A,28394000
1872,59651006,IS_A,111480006
1873,59651006,causative_agent,418149003
1874,59651006,finding_site,12738006
1875,32875003,IS_A,61104008
1876,32875003,IS_A,191493005
1877,32875003,causative_agent,418149003
1878,32875003,finding_site,12738006
1879,79341000119107,IS_A,52448006
1880,79341000119107,finding_site,12738006
1881,22381000119105,IS_A,52448006
1882,22381000119105,IS_A,80690008
1883,22381000119105,associated_morphology,33359002
1884,22381000119105,finding_site,12738006
1885,1591000119103,IS_A,52448006
1886,1591000119103,finding_site,12738006
1887,698949001,IS_A,52448006
1888,698949001,finding_site,12738006
1889,713844000,IS_A,52448006
1890,713844000,IS_A,713571008
1891,713844000,causative_agent,19030005
1892,713844000,finding_site,12738006
1893,713844000,pathological_process,441862004
1894,713488003,IS_A,12348006
1895,713488003,IS_A,713844000
1896,713488003,causative_agent,19030005
1897,713488003,finding_site,12738006
1898,713488003,pathological_process,441862004
1899,715737004,IS_A,32798002
1900,715737004,IS_A,52448006
1901,715737004,finding_site,32610002
1902,268612007,IS_A,191447007
1903,268612007,IS_A,52448006
1904,268612007,finding_site,12738006
1905,12348006,IS_A,52448006
1906,12348006,finding_site,12738006
1907,12348006,INVERSE_associated_finding,433278001
1908,191451009,IS_A,12348006
1909,191451009,finding_site,12738006
1910,191452002,IS_A,12348006
1911,191452002,finding_site,12738006
1912,191454001,IS_A,12348006
1913,191454001,finding_site,12738006
1914,191455000,IS_A,12348006
1915,191455000,finding_site,12738006
1916,31081000119101,IS_A,12348006
1917,31081000119101,IS_A,48500005
1918,31081000119101,finding_site,12738006
1919,15662003,IS_A,52448006
1920,15662003,finding_site,12738006
1921,15662003,INVERSE_associated_finding,160325007
1922,191449005,IS_A,15662003
1923,191449005,finding_site,12738006
1924,191457008,IS_A,15662003
1925,191457008,finding_site,12738006
1926,191458003,IS_A,191457008
1927,191458003,finding_site,12738006
1928,191459006,IS_A,191457008
1929,191459006,finding_site,12738006
1930,191461002,IS_A,15662003
1931,191461002,finding_site,12738006
1932,312991009,IS_A,80098002
1933,312991009,IS_A,15662003
1934,312991009,associated_morphology,43127003
1935,312991009,associated_morphology,33359002
1936,312991009,finding_site,76375004
1937,312991009,finding_site,83678007
1938,371024007,IS_A,15662003
1939,371024007,IS_A,48500005
1940,371024007,finding_site,12738006
1941,371026009,IS_A,15662003
1942,371026009,IS_A,69322001
1943,371026009,finding_site,12738006
1944,191447007,IS_A,111479008
1945,191447007,IS_A,69322001
1946,191447007,finding_site,12738006
1947,191499009,IS_A,191447007
1948,191499009,IS_A,428703001
1949,191499009,clinical_course,14803004
1950,191499009,finding_site,12738006
1951,192072002,IS_A,111479008
1952,192072002,finding_site,12738006
1953,231448004,IS_A,192072002
1954,231448004,finding_site,12738006
1955,140621000119106,IS_A,192072002
1956,140621000119106,finding_site,12738006
1957,36217008,IS_A,33449004
1958,36217008,IS_A,111479008
1959,36217008,finding_site,12738006
1960,231452004,IS_A,36217008
1961,231452004,finding_site,12738006
1962,231453009,IS_A,36217008
1963,231453009,finding_site,12738006
1964,231456001,IS_A,36217008
1965,231456001,finding_site,12738006
1966,46721000,IS_A,11387009
1967,46721000,IS_A,36217008
1968,46721000,causative_agent,418149003
1969,46721000,finding_site,12738006
1970,231454003,IS_A,36217008
1971,231454003,finding_site,12738006
1972,231455002,IS_A,36217008
1973,231455002,finding_site,12738006
1974,129606007,IS_A,36217008
1975,129606007,finding_site,12738006
1976,11387009,IS_A,11061003
1977,11387009,IS_A,111479008
1978,11387009,causative_agent,418149003
1979,11387009,finding_site,12738006
1980,14784000,IS_A,11387009
1981,14784000,causative_agent,404642006
1982,14784000,finding_site,12738006
1983,19445006,IS_A,14784000
1984,19445006,causative_agent,404642006
1985,19445006,finding_site,12738006
1986,20385005,IS_A,191483003
1987,20385005,IS_A,14784000
1988,20385005,causative_agent,404642006
1989,20385005,finding_site,12738006
1990,71328000,IS_A,14784000
1991,71328000,causative_agent,404642006
1992,71328000,finding_site,12738006
1993,87132004,IS_A,14784000
1994,87132004,IS_A,363101005
1995,87132004,causative_agent,404642006
1996,87132004,finding_site,12738006
1997,230443000,IS_A,79745005
1998,230443000,IS_A,230441003
1999,230443000,IS_A,87132004
2000,230443000,causative_agent,404642006
2001,230443000,finding_site,83678007
2002,230443000,has_definitional_manifestation,91175000
2003,52866005,IS_A,77721001
2004,52866005,IS_A,231466009
2005,52866005,IS_A,14784000
2006,52866005,causative_agent,404642006
2007,52866005,finding_site,12738006
2008,29212009,IS_A,11387009
2009,29212009,causative_agent,311492009
2010,29212009,finding_site,12738006
2011,41083005,IS_A,29212009
2012,41083005,IS_A,418475009
2013,41083005,causative_agent,311492009
2014,41083005,finding_site,12738006
2015,42344001,IS_A,29212009
2016,42344001,causative_agent,311492009
2017,42344001,finding_site,12738006
2018,191475009,IS_A,78689005
2019,191475009,IS_A,42344001
2020,191475009,IS_A,425919003
2021,191475009,causative_agent,311492009
2022,191475009,clinical_course,90734009
2023,191475009,finding_site,12738006
2024,61144001,IS_A,42344001
2025,61144001,causative_agent,311492009
2026,61144001,finding_site,12738006
2027,79578000,IS_A,191667009
2028,79578000,IS_A,61144001
2029,79578000,IS_A,427975003
2030,79578000,causative_agent,311492009
2031,79578000,finding_site,12738006
2032,191477001,IS_A,42344001
2033,191477001,causative_agent,311492009
2034,191477001,finding_site,12738006
2035,191478006,IS_A,42344001
2036,191478006,causative_agent,311492009
2037,191478006,finding_site,12738006
2038,18653004,IS_A,25702006
2039,18653004,IS_A,29212009
2040,18653004,causative_agent,311492009
2041,18653004,finding_site,12738006
2042,191480000,IS_A,29212009
2043,191480000,IS_A,363101005
2044,191480000,causative_agent,311492009
2045,191480000,finding_site,12738006
2046,191480000,INVERSE_has_focus,386449006
2047,85561006,IS_A,191480000
2048,85561006,causative_agent,311492009
2049,85561006,finding_site,12738006
2050,191476005,IS_A,191480000
2051,191476005,causative_agent,311492009
2052,191476005,finding_site,12738006
2053,30310000,IS_A,11387009
2054,30310000,causative_agent,68540007
2055,30310000,finding_site,12738006
2056,90755006,IS_A,30310000
2057,90755006,IS_A,363101005
2058,90755006,causative_agent,68540007
2059,90755006,finding_site,12738006
2060,33871004,IS_A,11387009
2061,33871004,causative_agent,418149003
2062,33871004,finding_site,12738006
2063,46975003,IS_A,11387009
2064,46975003,causative_agent,387085005
2065,46975003,finding_site,12738006
2066,27956007,IS_A,231466009
2067,27956007,IS_A,46975003
2068,27956007,IS_A,9982009
2069,27956007,causative_agent,387085005
2070,27956007,finding_site,12738006
2071,30491001,IS_A,191483003
2072,30491001,IS_A,46975003
2073,30491001,IS_A,427975003
2074,30491001,causative_agent,387085005
2075,30491001,finding_site,12738006
2076,6348008,IS_A,46975003
2077,6348008,causative_agent,387085005
2078,6348008,finding_site,12738006
2079,80868005,IS_A,46975003
2080,80868005,IS_A,428370001
2081,80868005,causative_agent,387085005
2082,80868005,finding_site,12738006
2083,53050002,IS_A,11387009
2084,53050002,causative_agent,229005006
2085,53050002,finding_site,12738006
2086,30871003,IS_A,53050002
2087,30871003,causative_agent,229005006
2088,30871003,finding_site,12738006
2089,417143004,IS_A,30871003
2090,417143004,causative_agent,229005006
2091,417143004,finding_site,12738006
2092,416073003,IS_A,30871003
2093,416073003,causative_agent,229005006
2094,416073003,finding_site,12738006
2095,416714005,IS_A,30871003
2096,416714005,causative_agent,229005006
2097,416714005,finding_site,12738006
2098,417360004,IS_A,30871003
2099,417360004,causative_agent,229005006
2100,417360004,finding_site,12738006
2101,40571009,IS_A,53050002
2102,40571009,causative_agent,229005006
2103,40571009,finding_site,12738006
2104,50320000,IS_A,231466009
2105,50320000,IS_A,53050002
2106,50320000,IS_A,85975005
2107,50320000,causative_agent,229005006
2108,50320000,finding_site,12738006
2109,50933003,IS_A,191483003
2110,50933003,IS_A,53050002
2111,50933003,IS_A,427975003
2112,50933003,causative_agent,229005006
2113,50933003,finding_site,12738006
2114,15277004,IS_A,53050002
2115,15277004,causative_agent,229005006
2116,15277004,finding_site,12738006
2117,74934004,IS_A,11387009
2118,74934004,IS_A,363101005
2119,74934004,causative_agent,418149003
2120,74934004,finding_site,12738006
2121,77355000,IS_A,11387009
2122,77355000,causative_agent,398705004
2123,77355000,finding_site,12738006
2124,26714005,IS_A,77355000
2125,26714005,causative_agent,398705004
2126,26714005,finding_site,12738006
2127,39951001,IS_A,77355000
2128,39951001,causative_agent,398705004
2129,39951001,finding_site,12738006
2130,63649001,IS_A,77355000
2131,63649001,IS_A,191483003
2132,63649001,IS_A,427975003
2133,63649001,causative_agent,398705004
2134,63649001,finding_site,12738006
2135,83367009,IS_A,11387009
2136,83367009,causative_agent,703841004
2137,83367009,finding_site,12738006
2138,32358001,IS_A,83367009
2139,32358001,IS_A,191483003
2140,32358001,IS_A,427975003
2141,32358001,causative_agent,703841004
2142,32358001,finding_site,12738006
2143,43497001,IS_A,83367009
2144,43497001,causative_agent,703841004
2145,43497001,finding_site,12738006
2146,70932007,IS_A,83367009
2147,70932007,causative_agent,703841004
2148,70932007,finding_site,12738006
2149,78358001,IS_A,83367009
2150,78358001,IS_A,428370001
2151,78358001,causative_agent,703841004
2152,78358001,finding_site,12738006
2153,51443000,IS_A,83367009
2154,51443000,causative_agent,703841004
2155,51443000,finding_site,12738006
2156,309279000,IS_A,11387009
2157,309279000,IS_A,308374001
2158,309279000,causative_agent,255641001
2159,309279000,finding_site,12738006
2160,56194001,IS_A,309279000
2161,56194001,IS_A,418475009
2162,56194001,causative_agent,255641001
2163,56194001,finding_site,12738006
2164,70655008,IS_A,309279000
2165,70655008,causative_agent,255641001
2166,70655008,finding_site,12738006
2167,95635002,IS_A,309279000
2168,95635002,IS_A,428370001
2169,95635002,causative_agent,255641001
2170,95635002,finding_site,12738006
2171,312936002,IS_A,11387009
2172,312936002,causative_agent,373282008
2173,312936002,finding_site,12738006
2174,61104008,IS_A,11387009
2175,61104008,causative_agent,418149003
2176,61104008,finding_site,12738006
2177,20876004,IS_A,61104008
2178,20876004,causative_agent,418149003
2179,20876004,finding_site,12738006
2180,63983005,IS_A,61104008
2181,63983005,causative_agent,418149003
2182,63983005,finding_site,12738006
2183,75122001,IS_A,61104008
2184,75122001,IS_A,191483003
2185,75122001,causative_agent,418149003
2186,75122001,finding_site,12738006
2187,89451009,IS_A,61104008
2188,89451009,causative_agent,228989008
2189,89451009,finding_site,12738006
2190,18689007,IS_A,60901005
2191,18689007,IS_A,61104008
2192,18689007,IS_A,288293001
2193,18689007,causative_agent,418149003
2194,18689007,causative_agent,441900009
2195,18689007,finding_site,12738006
2196,288461000119105,IS_A,61104008
2197,288461000119105,causative_agent,228989008
2198,288461000119105,finding_site,12738006
2199,21000000,IS_A,25702006
2200,21000000,IS_A,11387009
2201,21000000,causative_agent,311492009
2202,21000000,finding_site,12738006
2203,420774007,IS_A,421827003
2204,420774007,IS_A,111479008
2205,420774007,finding_site,12738006
2206,420774007,associated_with,62479008
2207,425919003,IS_A,111479008
2208,425919003,IS_A,128283000
2209,425919003,IS_A,128293007
2210,425919003,clinical_course,90734009
2211,425919003,finding_site,12738006
2212,428703001,IS_A,111479008
2213,428703001,IS_A,127341005
2214,428703001,clinical_course,14803004
2215,428703001,finding_site,12738006
2216,703041000,IS_A,111479008
2217,703041000,finding_site,12738006
2218,713491003,IS_A,111479008
2219,713491003,IS_A,713571008
2220,713491003,causative_agent,19030005
2221,713491003,finding_site,12738006
2222,713491003,pathological_process,441862004
2223,268664001,IS_A,74732009
2224,268664001,occurrence,255398004
2225,192108001,IS_A,268664001
2226,192108001,occurrence,255398004
2227,192110004,IS_A,192108001
2228,192110004,occurrence,255398004
2229,192110004,occurrence,263659003
2230,231539006,IS_A,268664001
2231,231539006,occurrence,263659003
2232,231539006,occurrence,255398004
2233,268666004,IS_A,268664001
2234,268666004,occurrence,255398004
2235,268666004,occurrence,263659003
2236,268667008,IS_A,268666004
2237,268667008,occurrence,263659003
2238,268667008,occurrence,255398004
2239,268668003,IS_A,268666004
2240,268668003,occurrence,255398004
2241,268668003,occurrence,263659003
2242,128293007,IS_A,27624003
2243,128293007,IS_A,74732009
2244,128293007,clinical_course,90734009
2245,14183003,IS_A,128293007
2246,14183003,IS_A,36923009
2247,14183003,clinical_course,90734009
2248,51637008,IS_A,128293007
2249,51637008,IS_A,191627008
2250,51637008,IS_A,371596008
2251,51637008,clinical_course,90734009
2252,83746006,IS_A,128293007
2253,83746006,IS_A,58214004
2254,83746006,clinical_course,90734009
2255,12939007,IS_A,83746006
2256,12939007,IS_A,35252006
2257,12939007,clinical_course,90734009
2258,35218008,IS_A,12939007
2259,35218008,clinical_course,90734009
2260,29599000,IS_A,111484002
2261,29599000,IS_A,83746006
2262,29599000,clinical_course,90734009
2263,79204003,IS_A,29599000
2264,79204003,clinical_course,90734009
2265,31658008,IS_A,64905009
2266,31658008,IS_A,83746006
2267,31658008,clinical_course,90734009
2268,191555002,IS_A,31658008
2269,191555002,IS_A,191531007
2270,191555002,clinical_course,255212004
2271,68995007,IS_A,191542003
2272,68995007,IS_A,83746006
2273,68995007,clinical_course,90734009
2274,191548004,IS_A,68995007
2275,191548004,IS_A,191531007
2276,191548004,clinical_course,255212004
2277,71103003,IS_A,26025008
2278,71103003,IS_A,83746006
2279,71103003,clinical_course,90734009
2280,30336007,IS_A,71103003
2281,30336007,clinical_course,90734009
2282,191531007,IS_A,191527001
2283,191531007,IS_A,83746006
2284,191531007,IS_A,2704003
2285,191531007,clinical_course,255212004
2286,191539009,IS_A,35252006
2287,191539009,IS_A,83746006
2288,191539009,IS_A,2704003
2289,191539009,clinical_course,255212004
2290,40987004,IS_A,191765005
2291,40987004,IS_A,66347000
2292,40987004,IS_A,128293007
2293,40987004,clinical_course,7087005
2294,191564007,IS_A,274952002
2295,191564007,IS_A,128293007
2296,191564007,IS_A,2704003
2297,191564007,clinical_course,255212004
2298,191572009,IS_A,191567000
2299,191572009,IS_A,128293007
2300,191572009,IS_A,2704003
2301,191572009,clinical_course,255212004
2302,192080009,IS_A,35489007
2303,192080009,IS_A,128293007
2304,192080009,clinical_course,90734009
2305,2618002,IS_A,66344007
2306,2618002,IS_A,192080009
2307,2618002,clinical_course,255227004
2308,191590005,IS_A,231494001
2309,191590005,IS_A,58184002
2310,191590005,IS_A,128293007
2311,191590005,clinical_course,255227004
2312,191592002,IS_A,191590005
2313,191592002,clinical_course,255227004
2314,191593007,IS_A,191590005
2315,191593007,clinical_course,255227004
2316,191595000,IS_A,191590005
2317,191595000,clinical_course,255227004
2318,191597008,IS_A,191590005
2319,191597008,clinical_course,255227004
2320,191616006,IS_A,35489007
2321,191616006,IS_A,128293007
2322,191616006,IS_A,58184002
2323,191616006,clinical_course,255227004
2324,40568001,IS_A,191616006
2325,40568001,clinical_course,255227004
2326,66344007,IS_A,191616006
2327,66344007,IS_A,370143000
2328,66344007,clinical_course,255227004
2329,18818009,IS_A,66344007
2330,18818009,IS_A,832007
2331,18818009,clinical_course,255227004
2332,38694004,IS_A,66344007
2333,38694004,clinical_course,255227004
2334,39809009,IS_A,66344007
2335,39809009,clinical_course,255227004
2336,40379007,IS_A,87512008
2337,40379007,IS_A,66344007
2338,40379007,clinical_course,255227004
2339,68019004,IS_A,42810003
2340,68019004,IS_A,66344007
2341,68019004,clinical_course,255227004
2342,33135002,IS_A,30605009
2343,33135002,IS_A,68019004
2344,33135002,clinical_course,255227004
2345,46244001,IS_A,63412003
2346,46244001,IS_A,68019004
2347,46244001,clinical_course,255227004
2348,71336009,IS_A,66344007
2349,71336009,clinical_course,255227004
2350,319768000,IS_A,66344007
2351,319768000,clinical_course,255227004
2352,268621008,IS_A,66344007
2353,268621008,clinical_course,255227004
2354,191610000,IS_A,268621008
2355,191610000,clinical_course,255227004
2356,191611001,IS_A,268621008
2357,191611001,clinical_course,255227004
2358,191613003,IS_A,268621008
2359,191613003,clinical_course,255227004
2360,191615005,IS_A,268621008
2361,191615005,IS_A,63412003
2362,191615005,clinical_course,255227004
2363,281000119103,IS_A,450714000
2364,281000119103,IS_A,66344007
2365,281000119103,clinical_course,255227004
2366,28475009,IS_A,73867007
2367,28475009,IS_A,281000119103
2368,28475009,clinical_course,255227004
2369,15193003,IS_A,28475009
2370,15193003,IS_A,60099002
2371,15193003,clinical_course,255227004
2372,33078009,IS_A,33736005
2373,33078009,IS_A,28475009
2374,33078009,clinical_course,255227004
2375,36474008,IS_A,75084000
2376,36474008,IS_A,281000119103
2377,36474008,clinical_course,255227004
2378,274948002,IS_A,300706003
2379,274948002,IS_A,191616006
2380,274948002,clinical_course,255227004
2381,247803002,IS_A,191616006
2382,247803002,clinical_course,21864008
2383,133121000119109,IS_A,247803002
2384,133121000119109,clinical_course,21864008
2385,442057004,IS_A,128293007
2386,442057004,IS_A,33449004
2387,442057004,IS_A,35489007
2388,442057004,clinical_course,90734009
2389,442245003,IS_A,128293007
2390,442245003,IS_A,191753006
2391,442245003,clinical_course,90734009
2392,17226007,IS_A,74732009
2393,192054008,IS_A,17226007
2394,271952001,IS_A,17226007
2395,271952001,INVERSE_due_to,7031000119100
2396,300979000,IS_A,271952001
2397,162218007,IS_A,271952001
2398,92501000119101,IS_A,271952001
2399,92501000119101,IS_A,47295007
2400,92501000119101,interprets,363896009
2401,15977008,IS_A,17226007
2402,18478005,IS_A,17226007
2403,32880007,IS_A,17226007
2404,47372000,IS_A,17226007
2405,698693004,IS_A,47372000
2406,55668003,IS_A,17226007
2407,57194009,IS_A,17226007
2408,192046006,IS_A,57194009
2409,192049004,IS_A,57194009
2410,698696007,IS_A,57194009
2411,7397008,IS_A,17226007
2412,84984002,IS_A,17226007
2413,66381006,IS_A,84984002
2414,698697003,IS_A,66381006
2415,192056005,IS_A,84984002
2416,192057001,IS_A,84984002
2417,192058006,IS_A,84984002
2418,9674006,IS_A,17226007
2419,192061007,IS_A,17226007
2420,192063005,IS_A,17226007
2421,192052007,IS_A,192063005
2422,268658008,IS_A,192063005
2423,275473003,IS_A,192063005
2424,192064004,IS_A,17226007
2425,192065003,IS_A,17226007
2426,386821008,IS_A,17226007
2427,386822001,IS_A,17226007
2428,386823006,IS_A,17226007
2429,386824000,IS_A,17226007
2430,386825004,IS_A,17226007
2431,192051000,IS_A,17226007
2432,192051000,occurrence,263659003
2433,425914008,IS_A,17226007
2434,425914008,associated_with,243121000
2435,698701000,IS_A,17226007
2436,19480005,IS_A,74732009
2437,89989005,IS_A,19480005
2438,24121004,IS_A,74732009
2439,24121004,IS_A,193462001
2440,33449004,IS_A,74732009
2441,191765005,IS_A,33449004
2442,231527003,IS_A,191765005
2443,192097003,IS_A,231527003
2444,20010003,IS_A,4306003
2445,20010003,IS_A,191765005
2446,698700004,IS_A,20010003
2447,191772006,IS_A,33449004
2448,192527004,IS_A,33449004
2449,231528008,IS_A,33449004
2450,16805009,IS_A,33449004
2451,13601005,IS_A,16805009
2452,31027006,IS_A,16805009
2453,191559008,IS_A,31027006
2454,274952002,IS_A,31027006
2455,191561004,IS_A,274952002
2456,191562006,IS_A,274952002
2457,191563001,IS_A,274952002
2458,191565008,IS_A,274952002
2459,52954000,IS_A,16805009
2460,268633003,IS_A,52954000
2461,4306003,IS_A,33449004
2462,26665006,IS_A,4306003
2463,698699000,IS_A,26665006
2464,55341008,IS_A,4306003
